,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,PX450 발렌무디 크림,,,,,,
,,기본단가 적용,20%,20%,30%,50%,80%,,,,기본단가 적용,20%,,20%,,30%,,50%,,80%,,,영림175발렌블랑(PX449),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,YL-1,YL-2,YL-3,YL-4,YL-5,YL-6,인필
브랜드,상품명,매입가,단가,단가,단가,단가,단가,,브랜드,상품명,YL-1,YL-2,차액,YL-3,차액,YL-4,차액,YL-5,차액,YL-6,차액,,기본단가 적용,20%,20%,30%,50%,80%,100%
영림,,A30 아웃코너 ◆,"19,000","21,890","24,200","5,200",,,영림,,,,,,,,,,,,,,영림123 가로결,PS123,,,,,
영림,,A60 아웃코너 ◆,"30,000","34,540","34,100","4,100",,,영림,,,,,,,,,,,,,,영림127 PW946,PS124,,,,,
영림,,A80 아웃코너 ◆,37000,"42,570","42,900","5,900",,,영림,,,,,,,,,,,,,,영림128(PW946-1),PS125,,,,,
영림,,A100 아웃코너 ◆,43000,"49,500","48,400","5,400",,,영림,,,,,,,,,,,,,,영림129(PW948),PS126,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림130(PW844),PS127,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림131(PW844-1),PS128,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림132(PW845),PS129,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림127 가로결 ◆,PS131,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림128 가로결 ◆,PS134,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림146(PW951),PS136,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림147(PW951-1),PS137,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림150(PW955),PS138,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림151(PW955-1),PS139,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림152(PW955-2),PS140,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림153(PW956),PS141,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림154(PW956-1),PS142,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림155(PW957),PS143,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림158(PW958),PS145,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림159(PW958-1),PS146,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림163(PW959),PS147,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림164(PW960),PS148,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림165(PW960-1),PS149,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림166(PW960-2),PS150,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림171(PW847),PS151,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림172(PW847-1),437-3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림173(PW961),PX444,,,,,
,,,,,,,,,,,,,,,,,,,,,,,영림174(PW961-1),PX444-1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,PX445,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,PX445-1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,PX450 발렌무디 크림,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,PX450-1 발렌무디 샌드,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,PX450-2 발렌무디 애쉬,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,PX450-3 발렌무디 다크,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림01(PW1100) 단종,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림02(PW1100-1),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림03(PW1100-2),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림04(PW1101),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림30A,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림60,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림148(PW952),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림149(PW952-1),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림156(PW1117),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림157(PW1117-1),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림175발렌블랑(PX449),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림176발렌베이지(PX449-1),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림177발렌포그(PX449-2),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림178발렌디머(PX449-3),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림179(PW964),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림180(PW964-1),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림181(PW965),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림182(PW965-1),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림183(PW966),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림184(PW966-1),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림185(PW966-3),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림186(PW967),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림187(PW967-1),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림188(PW967-2),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림189(PW967-3),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림190(PW968),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림191(PW968-1),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림192(PW969),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,영림193(PW969-1),,,,,
