,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20%,20%,40%,,,,,25%,,30%,,45%,,,,,,,,,,,,,,,
,,┏베스트┓,"┏베이직,솔리드┓","┏HP,메탈릭┓",┏매트┓,,,,┏베스트┓,"┏베이직,솔리드┓",,"┏메탈릭,HP┓",,┏매트┓,,,,,,,,,,,,,,,
브랜드,상품명,매입가,단가,단가,단가,,브랜드,상품명,공급가,단가,차액,단가,차액,단가,차액,,,베스트,,베이직,,솔리드,,HP,,메탈릭,,매트,
예림,직각 3계단 몰딩 小 48*15,"2,800","2,900","3,520","4,400",,예림,직각 3계단 몰딩 小 48*15,880,"4,620",,"1,100",,"5,170",,,,"1,650",,,예림72 화이트펄,WA-11콰트로엄버(세로),,예림108 소프트블루,,HP525,,,HSM06  매트 그레이
예림,문선몰딩 40*12,"2,400","2,500","3,080","3,850",,예림,문선몰딩 40*12,770,"4,070",,990,,"4,510",,,,"1,430",,,예림80 화인오크,WA-12 콰트로러스크(세로),,예림109 샌드베이지,,HP526,,,HSM07  매트 다크그레이
예림,문선몰딩 60*12,"2,500","2,600","3,190","4,070",,예림,문선몰딩 60*12,880,"4,180",,990,,"4,730",,,,"1,540",,,예림85 크림오크,WA-13 콰트로시에나(세로),,예림110 어반블루,,HP527,,,HSM10  매트 딥그린
예림,평몰딩 30*9,"1,650","1,750","2,200","2,750",,예림,평몰딩 30*9,550,"2,860",,660,,"3,190",,,,990,,,예림91 진그레이,예림2 중체리,,예림111 어반카키,,HP530,,,HSM11  매트 딥블루
예림,평몰딩 40*9,"1,800","2,000","2,420","3,080",,예림,평몰딩 40*9,660,"3,190",,770,,"3,520",,,,"1,100",,,예림100 소프트워시오크,예림3 연체리,,예림114 밀크화이트,,HP540,,,HSM16  매트 아이보리
예림,평몰딩 50*9,"2,000","2,400","2,970","3,740",,예림,평몰딩 50*9,770,"3,960",,990,,"4,400",,,,"1,430",,,예림107 올블랙,예림4 월넛,,예림115 소프트민트,,,,,HSM20  매트 라이트그레이
예림,평몰딩 60*9,"2,100","2,400","2,970","3,740",,예림,평몰딩 60*9,770,"3,960",,990,,"4,400",,,,"1,430",,,예림112 로열블루,예림5 홍송,,예림116 라벤더,,,,,HSM21  매트 샌드그레이
예림,평몰딩 80*9,"2,600","2,900","3,520","4,400",,예림,평몰딩 80*9,880,"4,620",,"1,100",,"5,170",,,,"1,650",,,예림113 차콜,예림9 메이플,,예림132 퓨어레드,,,,,HSM25 매트 미스틱블루
예림,평몰딩 100*9,"3,150","3,400","4,180","5,280",,예림,평몰딩 100*9,"1,100","5,500",,"1,320",,"6,160",,,,"1,980",,,예림134 오크마일드,예림15 레드티크,,예림133 휴그린,,,,,HA911  매트소프트그레이
예림,평몰딩 120*9,"3,700","4,100","4,950","6,270",,예림,평몰딩 120*9,"1,320","6,490",,"1,540",,"7,260",,,,"2,310",,,예림135 오크딥,예림16 워시애쉬,,예림140 순백,,,,,HSM27 매트 문빔그레이
예림,평몰딩 160*9,"4,800","5,200","6,270","7,920",,예림,평몰딩 160*9,"1,650","8,250",,"1,980",,"9,130",,,,"2,860",,,예림141 라이트그레이,예림23 레드오크,,예림142 샌드,,,,,HSM28 매트 스노우베이지
예림,평몰딩 200*9,"5,200","5,800","7,040","8,800",,예림,평몰딩 200*9,"1,760","9,240",,"2,200",,"10,230",,,,"3,190",,,예림145 헤일네이비,예림25 그린웬지,,예림143 머드그레이,,,,,HSM29 매트 포그그레이
예림,평몰딩 250*9,"7,100","7,600","9,130","11,440",,예림,평몰딩 250*9,"2,310","11,880",,"2,750",,"13,310",,,,"4,180",,,예림148 소프트화이트,예림26 베이지오크,,예림144 윈디블루,,,,,HSM30 매트 듀이클라우드
예림,평몰딩 300*9,"7,850","8,600","10,340","12,980",,예림,평몰딩 300*9,"2,640","13,530",,"3,190",,"15,070",,,,"4,730",,,PW-01 화이트페인트,예림36 네추럴브라운,,예림146 딥오션,,,,,HSM31 매트 코타화이트
예림,평몰딩 400*9,"10,350","11,600","13,970","17,490",,예림,평몰딩 400*9,"3,520","18,260",,"4,290",,"20,350",,,,"6,380",,,PW-03 웜그레이페인트,예림46 티크,,예림147 어반그레이,,,,,HSM34 매트 스카이브리즈
예림,평몰딩 600*9,"15,750","16,000","19,250","24,090",,예림,평몰딩 600*9,"4,840","25,080",,"5,830",,"27,940",,,,"8,690",,,WA-05 브룩시더(세로),예림58 그레이오크,,예림149 스킨,,,,,
예림,천정 1번 80*12,"3,350","3,600","4,400","5,500",,예림,천정 1번 80*12,"1,100","5,720",,"1,320",,"6,380",,,,"1,980",,,WA-06 크림화이트,예림66 화이트오크,,예림150 민트그레이,,,,,
예림,천정 2번 70*12,"3,050","3,300","3,960","4,950",,예림,천정 2번 70*12,990,"5,170",,"1,210",,"5,830",,,,"1,870",,,HW1065,예림68 로열월넛,,예림151  브라운,,,,,
,천정 3번 55*12,3000,,,,,,천정 3번 55*12,,,,,,,,,,,,,HW1069,예림69 로열아카시아,,HS008,,,,,
예림,라운드 걸레받이 30*9 ,1900,"2,250","2,750","3,520",,예림,라운드 걸레받이 30*9 ,770,"3,630",,880,,"4,070",,,,"1,320",,,CL 01  퓨어화이트,예림83 클래식오크,,HS023,,,,,
예림,라운드 걸레받이 40*9 ,"2,100","2,400","2,970","3,740",,예림,라운드 걸레받이 40*9 ,770,"3,960",,990,,"4,400",,,,"1,430",,,CL 02 페일 그레이,예림84 샤인오크,,HS024,,,,,
예림,라운드 걸레받이 60*9 ,"2,450","3,000","3,630","4,620",,예림,라운드 걸레받이 60*9 ,990,"4,730",,"1,100",,"5,280",,,,"1,650",,,CL 03 모노그레이,예림86 스트라이프우드,,HS033,,,,,
예림,라운드 걸레받이 70*9,"2,600","3,100","3,740","4,730",,예림,라운드 걸레받이 70*9,990,"4,950",,"1,210",,"5,500",,,,"1,760",,,CL 04 클래식블루,예림87 퓨어오크,,HS036,,,,,
예림,라운드 걸레받이 80*9,"2,800","3,200","3,850","4,840",,예림,라운드 걸레받이 80*9,990,"5,060",,"1,210",,"5,610",,,,"1,760",,,CL 05 라이트애쉬,예림88 쉬머오크,,HS045,,,,,
예림,라운드 걸레받이 90*9,"3,000","3,300","3,960","4,950",,예림,라운드 걸레받이 90*9,990,"5,170",,"1,210",,"5,830",,,,"1,870",,,CL 06 스킨오크,예림92 우드블랙,,HS048,,,,,
,,,,,,,,,,,,,,,,,,,,,HN2009,예림93 코트니브라운,,HS049,,,,,
,,,,,,,,,,,,,,,,,,,,,,예림94 코트니베이지,,HS050,,,,,
,,,,,,,,,,,,,,,,,,,,,,예림98 프렌치오크,,HS051,,,,,
,,,,,,,,,,,,,,,,,,,,,,예림99 마일드워시오크,,HP505,,,,,
,■ 라운드 코너 몰딩(AL),,,,,,,■ 라운드 코너 몰딩(AL),,,,,,,,,,,,,,예림102 빈티지오크,,PW-02 베이지페인트,,,,,
예림,30 아웃코너 라운드 ◆ 53*53*2400,,"18,000","23,100",,,예림,30 아웃코너 라운드 ◆ 53*53*2400,,,,,,,,,,,,,,예림104 버치,,PW-04 브라운페인트,,,,,
예림,60 아웃코너 라운드 ◆ 83*83*2400,,"29,000","34,100",,,예림,60 아웃코너 라운드 ◆ 83*83*2400,,,,,,,,,,,,,,예림124 워시그레이,,PW-05 딥그레이페인트,,,,,
,,,,,,,,,,,,,,,,,,,,,,예림125 애쉬브라운,,PW-06 로즈핑크페인트,,,,,
,■ PVC 히든 몰딩,,,,,,,■ PVC 히든 몰딩,,,,,,,,,,,,,,예림126 리얼오크,,PW-07 미드그레이페인트,,,,,
예림,PVC 백색 히든몰딩 ◆ 50*12.4*2400,,"2,100","2,640",,,예림,PVC 백색 히든몰딩 ◆ 50*12.4*2400,,,,,,,,,,,,,,예림128 심플그레인,,PW-08 매트블랙페인트,,,,,
예림,PVC 백색 히든몰딩 ◆ 50*12.4*3000,,"2,600","3,300",,,예림,PVC 백색 히든몰딩 ◆ 50*12.4*3000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예림,도색용-마이너스몰딩 25*15 ◆,,2750,"3,520",,,예림,도색용-마이너스몰딩 25*15 ◆,,,,,,,,,,,,,,,,,,,,,
